0 0 0 1 3.5
1 0.005 0.005 1.00017 3.5
2 0.01 0.0100017 1.0007 3.5
3 0.015 0.015007 1.00158 3.5
4 0.02 0.0200175 1.0028 3.5
5 0.025 0.025035 1.00438 3.5
6 0.03 0.0300613 1.0063 3.5
7 0.035 0.035098 1.00858 3.5
8 0.04 0.0401471 1.01121 3.5
9 0.045 0.0452101 1.01419 3.5
10 0.05 0.050289 1.01752 3.5
11 0.055 0.0553854 1.02121 3.5
12 0.06 0.0605011 1.02525 3.5
13 0.065 0.0656379 1.02965 3.5
14 0.07 0.0707975 1.03439 3.5
15 0.075 0.0759818 1.0395 3.5
16 0.08 0.0811925 1.04496 3.5
17 0.085 0.0864314 1.05078 3.5
18 0.09 0.0917003 1.05696 3.5
19 0.095 0.097001 1.06349 3.5
20 0.1 0.102335 1.07039 3.50001
21 0.105 0.107705 1.07765 3.50001
22 0.11 0.113112 1.08526 3.50001
23 0.115 0.118558 1.09325 3.50001
24 0.12 0.124044 1.10159 3.50001
25 0.125 0.129573 1.1103 3.50001
26 0.13 0.135147 1.11938 3.50001
27 0.135 0.140767 1.12882 3.50001
28 0.14 0.146435 1.13864 3.50001
29 0.145 0.152154 1.14882 3.50001
30 0.15 0.157924 1.15937 3.50001
31 0.155 0.163747 1.17029 3.50001
32 0.16 0.169627 1.18158 3.50001
33 0.165 0.175563 1.19325 3.50001
34 0.17 0.181559 1.20529 3.50001
35 0.175 0.187616 1.2177 3.50002
36 0.18 0.193736 1.23049 3.50002
37 0.185 0.199921 1.24366 3.50002
38 0.19 0.206173 1.2572 3.50002
39 0.195 0.212493 1.27112 3.50002
40 0.2 0.218884 1.28541 3.50002
41 0.205 0.225347 1.30008 3.50002
42 0.21 0.231885 1.31513 3.50002
43 0.215 0.238498 1.33055 3.50002
44 0.22 0.24519 1.34635 3.50002
45 0.225 0.251962 1.36253 3.50002
46 0.23 0.258815 1.37908 3.50003
47 0.235 0.265753 1.39601 3.50003
48 0.24 0.272775 1.4133 3.50003
49 0.245 0.279886 1.43098 3.50003
50 0.25 0.287085 1.44902 3.50003
51 0.255 0.294376 1.46743 3.50003
52 0.26 0.30176 1.48621 3.50003
53 0.265 0.309238 1.50535 3.50003
54 0.27 0.316813 1.52485 3.50003
55 0.275 0.324487 1.54471 3.50003
56 0.28 0.33226 1.56493 3.50003
57 0.285 0.340136 1.5855 3.50003
58 0.29 0.348115 1.60642 3.50004
59 0.295 0.3562 1.62767 3.50004
60 0.3 0.364392 1.64927 3.50004
61 0.305 0.372693 1.6712 3.50004
62 0.31 0.381104 1.69345 3.50004
63 0.315 0.389627 1.71602 3.50004
64 0.32 0.398264 1.73891 3.50004
65 0.325 0.407016 1.7621 3.50004
66 0.33 0.415885 1.78559 3.50004
67 0.335 0.424872 1.80937 3.50004
68 0.34 0.433979 1.83342 3.50004
69 0.345 0.443206 1.85775 3.50004
70 0.35 0.452556 1.88233 3.50004
71 0.355 0.46203 1.90717 3.50003
72 0.36 0.471628 1.93223 3.50003
73 0.365 0.481352 1.95753 3.50003
74 0.37 0.491203 1.98303 3.50003
75 0.375 0.501182 2.00873 3.50003
76 0.38 0.511291 2.03462 3.50003
77 0.385 0.521529 2.06067 3.50003
78 0.39 0.531897 2.08687 3.50002
79 0.395 0.542397 2.1132 3.50002
80 0.4 0.553029 2.13966 3.50002
81 0.405 0.563794 2.16621 3.50001
82 0.41 0.574691 2.19284 3.50001
83 0.415 0.585722 2.21953 3.50001
84 0.42 0.596887 2.24627 3.5
85 0.425 0.608185 2.27302 3.5
86 0.43 0.619617 2.29977 3.5
87 0.435 0.631183 2.32649 3.49999
88 0.44 0.642882 2.35316 3.49999
89 0.445 0.654714 2.37976 3.49998
90 0.45 0.666679 2.40627 3.49998
91 0.455 0.678777 2.43265 3.49997
92 0.46 0.691006 2.45889 3.49996
93 0.465 0.703366 2.48495 3.49996
94 0.47 0.715855 2.51082 3.49995
95 0.475 0.728474 2.53646 3.49994
96 0.48 0.74122 2.56184 3.49994
97 0.485 0.754092 2.58695 3.49993
98 0.49 0.767089 2.61174 3.49992
99 0.495 0.78021 2.6362 3.49992
100 0.5 0.793451 2.6603 3.49991
101 0.505 0.806813 2.68401 3.4999
102 0.51 0.820292 2.7073 3.49989
103 0.515 0.833886 2.73014 3.49988
104 0.52 0.847593 2.75251 3.49988
105 0.525 0.861411 2.77438 3.49987
106 0.53 0.875337 2.79572 3.49986
107 0.535 0.889368 2.81651 3.49985
108 0.54 0.903502 2.83673 3.49984
109 0.545 0.917735 2.85634 3.49984
110 0.55 0.932065 2.87532 3.49983
111 0.555 0.946489 2.89366 3.49982
112 0.56 0.961002 2.91132 3.49982
113 0.565 0.975602 2.9283 3.49981
114 0.57 0.990285 2.94456 3.4998
115 0.575 1.00505 2.96009 3.4998
116 0.58 1.01989 2.97488 3.49979
117 0.585 1.0348 2.9889 3.49979
118 0.59 1.04977 3.00215 3.49978
119 0.595 1.06482 3.0146 3.49978
120 0.6 1.07992 3.02626 3.49977
121 0.605 1.09508 3.03711 3.49977
122 0.61 1.11029 3.04714 3.49977
123 0.615 1.12555 3.05634 3.49976
124 0.62 1.14086 3.06472 3.49976
125 0.625 1.1562 3.07227 3.49976
126 0.63 1.17158 3.07899 3.49976
127 0.635 1.18699 3.08487 3.49976
128 0.64 1.20243 3.08993 3.49976
129 0.645 1.21789 3.09417 3.49976
130 0.65 1.23337 3.09759 3.49976
131 0.655 1.24886 3.10021 3.49977
132 0.66 1.26437 3.10203 3.49977
133 0.665 1.27988 3.10306 3.49977
134 0.67 1.2954 3.10332 3.49978
135 0.675 1.31092 3.10283 3.49978
136 0.68 1.32643 3.1016 3.49978
137 0.685 1.34193 3.09964 3.49979
138 0.69 1.35743 3.09698 3.4998
139 0.695 1.3729 3.09364 3.4998
140 0.7 1.38836 3.08964 3.49981
141 0.705 1.4038 3.085 3.49981
142 0.71 1.41921 3.07976 3.49982
143 0.715 1.4346 3.07392 3.49983
144 0.72 1.44995 3.06753 3.49984
145 0.725 1.46527 3.0606 3.49984
146 0.73 1.48056 3.05317 3.49985
147 0.735 1.4958 3.04526 3.49986
148 0.74 1.51101 3.0369 3.49987
149 0.745 1.52617 3.02812 3.49988
150 0.75 1.54129 3.01895 3.49988
151 0.755 1.55636 3.00943 3.49989
152 0.76 1.57139 2.99957 3.4999
153 0.765 1.58636 2.98942 3.49991
154 0.77 1.60128 2.979 3.49992
155 0.775 1.61615 2.96834 3.49992
156 0.78 1.63096 2.95747 3.49993
157 0.785 1.64572 2.94642 3.49994
158 0.79 1.66043 2.93522 3.49995
159 0.795 1.67508 2.92391 3.49995
160 0.8 1.68967 2.9125 3.49996
161 0.805 1.7042 2.90103 3.49997
162 0.81 1.71868 2.88952 3.49997
163 0.815 1.7331 2.87801 3.49998
164 0.82 1.74746 2.86651 3.49999
165 0.825 1.76176 2.85506 3.49999
166 0.83 1.77601 2.84368 3.5
167 0.835 1.7902 2.83239 3.5
168 0.84 1.80433 2.82122 3.50001
169 0.845 1.81841 2.81019 3.50001
170 0.85 1.83243 2.79932 3.50002
171 0.855 1.8464 2.78864 3.50002
172 0.86 1.86032 2.77817 3.50003
173 0.865 1.87418 2.76791 3.50003
174 0.87 1.888 2.75791 3.50004
175 0.875 1.90176 2.74816 3.50004
176 0.88 1.91548 2.73869 3.50004
177 0.885 1.92915 2.72952 3.50004
178 0.89 1.94278 2.72065 3.50005
179 0.895 1.95636 2.71212 3.50005
180 0.9 1.9699 2.70392 3.50005
181 0.905 1.9834 2.69607 3.50005
182 0.91 1.99686 2.68858 3.50006
183 0.915 2.01028 2.68147 3.50006
184 0.92 2.02367 2.67475 3.50006
185 0.925 2.03703 2.66841 3.50006
186 0.93 2.05036 2.66248 3.50006
187 0.935 2.06365 2.65696 3.50006
188 0.94 2.07693 2.65186 3.50007
189 0.945 2.09017 2.64718 3.50007
190 0.95 2.1034 2.64293 3.50007
191 0.955 2.1166 2.63911 3.50007
192 0.96 2.12979 2.63573 3.50007
193 0.965 2.14296 2.63278 3.50007
194 0.97 2.15612 2.63028 3.50007
195 0.975 2.16926 2.62822 3.50007
196 0.98 2.1824 2.62661 3.50007
197 0.985 2.19553 2.62543 3.50007
198 0.99 2.20865 2.6247 3.50007
199 0.995 2.22178 2.62441 3.50007
200 1 2.2349 2.62456 3.50007
201 1.005 2.24802 2.62515 3.50007
202 1.01 2.26115 2.62616 3.50006
203 1.015 2.27428 2.6276 3.50006
204 1.02 2.28742 2.62947 3.50006
205 1.025 2.30058 2.63175 3.50006
206 1.03 2.31374 2.63444 3.50006
207 1.035 2.32692 2.63753 3.50006
208 1.04 2.34012 2.64101 3.50006
209 1.045 2.35333 2.64488 3.50005
210 1.05 2.36657 2.64913 3.50005
211 1.055 2.37982 2.65374 3.50005
212 1.06 2.3931 2.65871 3.50005
213 1.065 2.40641 2.66403 3.50005
214 1.07 2.41974 2.66967 3.50004
215 1.075 2.43311 2.67564 3.50004
216 1.08 2.4465 2.68191 3.50004
217 1.085 2.45993 2.68848 3.50004
218 1.09 2.47339 2.69532 3.50003
219 1.095 2.48688 2.70243 3.50003
220 1.1 2.50041 2.70979 3.50003
221 1.105 2.51398 2.71738 3.50002
222 1.11 2.52758 2.72519 3.50002
223 1.115 2.54123 2.7332 3.50002
224 1.12 2.55492 2.7414 3.50001
225 1.125 2.56864 2.74975 3.50001
226 1.13 2.58241 2.75826 3.5
227 1.135 2.59623 2.76689 3.5
228 1.14 2.61008 2.77563 3.49999
229 1.145 2.62398 2.78446 3.49999
230 1.15 2.63793 2.79337 3.49999
231 1.155 2.65192 2.80232 3.49998
232 1.16 2.66595 2.8113 3.49998
233 1.165 2.68003 2.8203 3.49997
234 1.17 2.69415 2.82928 3.49997
235 1.175 2.70832 2.83823 3.49996
236 1.18 2.72253 2.84713 3.49996
237 1.185 2.73679 2.85596 3.49995
238 1.19 2.75109 2.86469 3.49995
239 1.195 2.76544 2.87331 3.49994
240 1.2 2.77983 2.8818 3.49994
241 1.205 2.79426 2.89013 3.49993
242 1.21 2.80873 2.89829 3.49993
243 1.215 2.82324 2.90626 3.49992
244 1.22 2.83779 2.91401 3.49992
245 1.225 2.85238 2.92154 3.49991
246 1.23 2.86701 2.92881 3.49991
247 1.235 2.88167 2.93581 3.4999
248 1.24 2.89637 2.94253 3.4999
249 1.245 2.91109 2.94894 3.49989
250 1.25 2.92585 2.95504 3.49989
251 1.255 2.94064 2.9608 3.49989
252 1.26 2.95546 2.96621 3.49988
253 1.265 2.97031 2.97126 3.49988
254 1.27 2.98518 2.97594 3.49988
255 1.275 3.00007 2.98023 3.49987
256 1.28 3.01498 2.98412 3.49987
257 1.285 3.02991 2.9876 3.49987
258 1.29 3.04485 2.99066 3.49987
259 1.295 3.05981 2.9933 3.49986
260 1.3 3.07479 2.99551 3.49986
261 1.305 3.08977 2.99727 3.49986
262 1.31 3.10476 2.9986 3.49986
263 1.315 3.11975 2.99948 3.49986
264 1.32 3.13475 2.99991 3.49986
265 1.325 -3.13344 2.99989 3.49986
266 1.33 -3.11844 2.99942 3.49986
267 1.335 -3.10344 2.9985 3.49986
268 1.34 -3.08845 2.99714 3.49986
269 1.345 -3.07347 2.99533 3.49986
270 1.35 -3.0585 2.99309 3.49986
271 1.355 -3.04354 2.99041 3.49987
272 1.36 -3.02859 2.98731 3.49987
273 1.365 -3.01367 2.98379 3.49987
274 1.37 -2.99876 2.97987 3.49987
275 1.375 -2.98387 2.97554 3.49988
276 1.38 -2.969 2.97084 3.49988
277 1.385 -2.95416 2.96575 3.49988
