0 0 0 1 3.5
1 0.005 0.00497878 0.992474 3.49233
2 0.01 0.00984543 0.958803 3.45897
3 0.015 0.0145747 0.936977 3.43748
4 0.02 0.0192307 0.936034 3.43549
5 0.025 0.0239023 0.958122 3.455
6 0.03 0.0286113 0.926591 3.42356
7 0.035 0.0332308 0.917068 3.41278
8 0.04 0.0377203 0.883876 3.38067
9 0.045 0.0422236 0.924032 3.41445
10 0.05 0.0468412 0.932309 3.41926
11 0.055 0.0514243 0.916145 3.40118
12 0.06 0.0559218 0.90165 3.38464
13 0.065 0.0604662 0.917801 3.39564
14 0.07 0.0649867 0.89035 3.36687
15 0.075 0.0693646 0.852883 3.33012
16 0.08 0.0736805 0.886868 3.35539
17 0.085 0.078094 0.894226 3.35728
18 0.09 0.0825635 0.921999 3.37751
19 0.095 0.0871834 0.932342 3.38166
20 0.1 0.0918432 0.930963 3.37459
21 0.105 0.0965661 0.967071 3.40269
22 0.11 0.101402 0.977726 3.40643
23 0.115 0.106361 1.01743 3.43891
24 0.12 0.111406 1.02867 3.44283
25 0.125 0.116495 1.02614 3.43224
26 0.13 0.121614 1.04833 3.44686
27 0.135 0.126798 1.04636 3.43594
28 0.14 0.131997 1.06036 3.44146
29 0.145 0.13726 1.06585 3.43758
30 0.15 0.142543 1.07723 3.43966
31 0.155 0.14789 1.07321 3.42473
32 0.16 0.153236 1.08825 3.43001
33 0.165 0.158645 1.07991 3.4095
34 0.17 0.164038 1.11624 3.43758
35 0.175 0.169587 1.11422 3.42277
36 0.18 0.175096 1.10671 3.4016
37 0.185 0.180553 1.10603 3.38776
38 0.19 0.185903 1.06488 3.3299
39 0.195 0.191241 1.09698 3.35107
40 0.2 0.196757 1.1405 3.38543
41 0.205 0.202356 1.14211 3.37234
42 0.21 0.208011 1.15146 3.36761
43 0.215 0.213917 1.22776 3.44182
44 0.22 0.22011 1.26914 3.47568
45 0.225 0.226541 1.31925 3.52156
46 0.23 0.233019 1.30571 3.48422
47 0.235 0.239516 1.33105 3.4975
48 0.24 0.246117 1.33544 3.48243
49 0.245 0.252723 1.34475 3.47346
50 0.25 0.259452 1.39524 3.52031
51 0.255 0.26632 1.40491 3.51055
52 0.26 0.273373 1.44911 3.54917
53 0.265 0.280531 1.44905 3.52375
54 0.27 0.28765 1.43201 3.47347
55 0.275 0.29479 1.45736 3.48376
56 0.28 0.301934 1.45249 3.44983
57 0.285 0.3092 1.47183 3.45028
58 0.29 0.316491 1.46702 3.41479
59 0.295 0.323734 1.46868 3.38848
60 0.3 0.33104 1.48649 3.38533
61 0.305 0.338347 1.49282 3.36479
62 0.31 0.34577 1.51081 3.36089
63 0.315 0.353289 1.54826 3.38636
64 0.32 0.360996 1.56663 3.38188
65 0.325 0.368789 1.59281 3.38929
66 0.33 0.37664 1.57476 3.32602
67 0.335 0.384476 1.59418 3.3217
68 0.34 0.392345 1.57188 3.25069
69 0.345 0.400216 1.62938 3.30657
70 0.35 0.40824 1.63192 3.2734
71 0.355 0.416328 1.64251 3.25269
72 0.36 0.424577 1.68634 3.28641
73 0.365 0.43305 1.7464 3.34876
74 0.37 0.44183 1.79792 3.39741
75 0.375 0.450798 1.82009 3.39349
76 0.38 0.459859 1.84695 3.39783
77 0.385 0.469088 1.89013 3.43234
78 0.39 0.478388 1.8856 3.37685
79 0.395 0.4877 1.89708 3.35119
80 0.4 0.49716 1.92866 3.36312
81 0.405 0.506864 1.96631 3.38634
82 0.41 0.516722 2.02189 3.44596
83 0.415 0.526788 2.04312 3.43649
84 0.42 0.536914 2.04452 3.38614
85 0.425 0.547069 2.05334 3.35062
86 0.43 0.55734 2.08657 3.36496
87 0.435 0.567698 2.11649 3.37277
88 0.44 0.578246 2.1575 3.40418
89 0.445 0.588949 2.16642 3.36628
90 0.45 0.599731 2.19765 3.37675
91 0.455 0.610547 2.1974 3.31834
92 0.46 0.621476 2.22428 3.3193
93 0.465 0.632471 2.23384 3.28185
94 0.47 0.643536 2.23352 3.22211
95 0.475 0.65461 2.24453 3.18786
96 0.48 0.665698 2.254 3.15036
97 0.485 0.676894 2.27328 3.1349
98 0.49 0.688171 2.28938 3.11237
99 0.495 0.699611 2.33934 3.16824
100 0.5 0.711273 2.37488 3.19153
101 0.505 0.723084 2.38422 3.15297
102 0.51 0.734944 2.42645 3.19404
103 0.515 0.74711 2.49019 3.28928
104 0.52 0.759551 2.51938 3.30024
105 0.525 0.7721 2.55311 3.3239
106 0.53 0.784748 2.55618 3.27016
107 0.535 0.797533 2.59375 3.30561
108 0.54 0.810458 2.62874 3.33598
109 0.545 0.823589 2.67341 3.39355
110 0.55 0.836853 2.68132 3.35441
111 0.555 0.850173 2.67454 3.27692
112 0.56 0.863397 2.66262 3.18748
113 0.565 0.876603 2.68339 3.18679
114 0.57 0.889882 2.68741 3.14246
115 0.575 0.903269 2.70488 3.13544
116 0.58 0.916696 2.71047 3.09785
117 0.585 0.930167 2.73201 3.10513
118 0.59 0.943802 2.7704 3.16046
119 0.595 0.957636 2.79473 3.17888
120 0.6 0.971629 2.84718 3.27884
121 0.605 0.98586 2.87934 3.32405
122 0.61 1.00021 2.90137 3.34247
123 0.615 1.01461 2.89845 3.29071
124 0.62 1.02903 2.89497 3.23936
125 0.625 1.04345 2.92006 3.27318
126 0.63 1.05795 2.91596 3.2241
127 0.635 1.07253 2.92345 3.21085
128 0.64 1.08713 2.93601 3.21478
129 0.645 1.10168 2.93569 3.18335
130 0.65 1.11627 2.94238 3.17473
131 0.655 1.13092 2.96503 3.21556
132 0.66 1.14569 2.97184 3.21184
133 0.665 1.16046 2.97259 3.1925
134 0.67 1.17527 2.97127 3.16934
135 0.675 1.19001 2.9609 3.12173
136 0.68 1.20475 2.96762 3.12719
137 0.685 1.21947 2.95935 3.0905
138 0.69 1.23427 2.98905 3.16888
139 0.695 1.24916 2.99582 3.18145
140 0.7 1.26403 2.98046 3.13015
141 0.705 1.27894 3.01289 3.22416
142 0.71 1.29388 2.98837 3.1496
143 0.715 1.3088 3.01285 3.22429
144 0.72 1.32382 3.01363 3.23001
145 0.725 1.33887 3.03362 3.29596
146 0.73 1.35388 3.01275 3.24041
147 0.735 1.36881 2.97748 3.14424
148 0.74 1.38345 2.92345 2.996
149 0.745 1.39798 2.91244 2.97672
150 0.75 1.41249 2.94471 3.08574
151 0.755 1.4271 2.92901 3.05592
152 0.76 1.44157 2.90402 3.00072
153 0.765 1.45598 2.88254 2.95766
